budget,genres,id,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,status,title,vote_average,vote_count
1200000,"[{""id"": 37, ""name"": ""Western""}]",429,it,88.377076,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Produzioni Europee Associati (PEA)"", ""id"": 7508}, {""name"": ""Arturo Gonz\u00e1lez Producciones Cinematogr\u00e1ficas S.A."", ""id"": 42498}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",12/23/1966,6000000,161,Released,"The Good, the Bad and the Ugly",8.1,2311
750000,"[{""id"": 18, ""name"": ""Drama""}]",8416,it,8.429295,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Mars Films"", ""id"": 819}, {""name"": ""Marianne Productions"", ""id"": 1497}, {""name"": ""Maran Film"", ""id"": 1627}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",10/21/1970,0,107,Released,The Conformist,7.6,127
0,"[{""id"": 18, ""name"": ""Drama""}]",64499,it,0.034135,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",06/05/2006,0,90,Released,Quinceañera,7,7
0,"[{""id"": 27, ""name"": ""Horror""}]",19204,it,8.022122,"[{""name"": ""Fulvia Film"", ""id"": 13682}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",4/22/1981,0,87,Released,The Beyond,6.6,117
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",76996,it,0.619348,[],"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",08/01/1996,0,78,Released,Love and Other Catastrophes,5.8,9
200000,"[{""id"": 37, ""name"": ""Western""}]",391,it,38.771062,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Jolly Film"", ""id"": 10481}, {""name"": ""Ocean Films"", ""id"": 19498}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",09/12/1964,14500000,99,Released,A Fistful of Dollars,7.6,883
15000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",315011,ja,9.476999,"[{""name"": ""Cine Bazar"", ""id"": 5896}, {""name"": ""Toho Pictures"", ""id"": 49301}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",7/29/2016,77000000,120,Released,Shin Godzilla,6.5,143
41677699,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",12429,ja,39.58676,"[{""name"": ""Studio Ghibli"", ""id"": 10342}, {""name"": ""The Yomiuri Shimbun"", ""id"": 11726}, {""name"": ""Hakuhodo DY Media Partners"", ""id"": 11846}, {""name"": ""Mitsubishi"", ""id"": 11847}, {""name"": ""Lawson"", ""id"": 11849}, {""name"": ""Walt Disney Company"", ""id"": 20193}, {""name"": ""Taikei Office"", ""id"": 34557}, {""name"": ""Asahi Soft Drinks Company"", ""id"": 34558}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",7/19/2008,187479518,100,Released,Ponyo,7.5,926
30000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}]",192577,ja,14.726338,"[{""name"": ""Toei Animation Company"", ""id"": 3116}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",09/07/2013,17137302,115,Released,Space Pirate Captain Harlock,6.5,356
24000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",4935,ja,49.549984,"[{""name"": ""Studio Ghibli"", ""id"": 10342}, {""name"": ""Buena Vista Home Entertainment"", ""id"": 11200}, {""name"": ""Mitsubishi"", ""id"": 11847}, {""name"": ""d-rights"", ""id"": 12518}, {""name"": ""Tohokushinsha Film Corporation"", ""id"": 74952}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",11/19/2004,234710455,119,Released,Howl's Moving Castle,8.2,1991
26500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}]",128,ja,60.732738,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Studio Ghibli"", ""id"": 10342}, {""name"": ""Nibariki"", ""id"": 12516}, {""name"": ""Nippon Television Network (NTV)"", ""id"": 20192}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",07/12/1997,159375308,134,Released,Princess Mononoke,8.2,1983
20000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",8953,ja,9.129808,"[{""name"": ""Bandai Visual Company"", ""id"": 528}, {""name"": ""Sunrise"", ""id"": 3153}, {""name"": ""Studio 4\u00b0C"", ""id"": 11671}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",7/17/2004,0,126,Released,Steamboy,6.4,102
15000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",129,ja,118.968562,"[{""name"": ""Studio Ghibli"", ""id"": 10342}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",7/20/2001,274925095,125,Released,Spirited Away,8.3,3840
12000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",327,ja,5.327714,"[{""name"": ""Bandai Visual Company"", ""id"": 528}, {""name"": ""Office Kitano"", ""id"": 567}, {""name"": ""Tokyo FM Broadcasting Co."", ""id"": 6516}, {""name"": ""Recorded Picture Company (RPC)"", ""id"": 11561}, {""name"": ""Fuzzy Bunny Films (I)"", ""id"": 11562}, {""name"": ""Little Brother Inc."", ""id"": 11563}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",09/09/2000,15250000,114,Released,Brother,6.8,107
12000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",61984,ja,5.158067,"[{""name"": ""Tokyo Broadcasting System (TBS)"", ""id"": 1393}, {""name"": ""Mainichi Broadcasting System (MBS)"", ""id"": 3363}, {""name"": ""Sedic"", ""id"": 4649}, {""name"": ""Tokyo FM Broadcasting Co."", ""id"": 6516}, {""name"": ""Hokkaido Broadcasting Co."", ""id"": 7093}, {""name"": ""Sedic International"", ""id"": 7912}, {""name"": ""Shogakukan"", ""id"": 9149}, {""name"": ""Hakuhodo DY Media Partners"", ""id"": 11846}, {""name"": ""Abe Shuji"", ""id"": 12383}, {""name"": ""Chubu-nippon Broadcasting Company (CBC)"", ""id"": 12384}, {""name"": ""RKB Mainichi Broadcasting Corporation"", ""id"": 12385}, {""name"": ""Robot Communications"", ""id"": 12386}, {""name"": ""Tohokushinsha Film"", ""id"": 12387}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",12/01/2010,11212294,131,Released,Space Battleship Yamato,6.3,59
0,"[{""id"": 18, ""name"": ""Drama""}]",13889,ja,2.930853,"[{""name"": ""Tokuma Shoten"", ""id"": 1779}, {""name"": ""Kurosawa Production Co."", ""id"": 2680}, {""name"": ""DENTSU Music And Entertainment"", ""id"": 2752}, {""name"": ""Daiei Motion Picture Company"", ""id"": 3214}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",4/17/1993,0,134,Released,Madadayo,7.5,20
8000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 16, ""name"": ""Animation""}]",149,ja,39.338097,"[{""name"": ""Bandai Visual Company"", ""id"": 528}, {""name"": ""Toho Company"", ""id"": 882}, {""name"": ""Mainichi Broadcasting System (MBS)"", ""id"": 3363}, {""name"": ""Kodansha"", ""id"": 6999}, {""name"": ""Tokyo Movie Shinsha (TMS)"", ""id"": 9155}, {""name"": ""TMS Entertainment"", ""id"": 10919}, {""name"": ""Akira Committee Company Ltd."", ""id"": 10920}, {""name"": ""Sumitomo Corporation"", ""id"": 10921}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",7/16/1988,553171,124,Released,Akira,7.8,773
5500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",193722,ja,3.21392,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Yoshimoto Kogyo Company"", ""id"": 11629}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",10/05/2013,0,100,Released,R100,5.4,31
16000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}]",10991,ja,9.18885,"[{""name"": ""TV Tokyo"", ""id"": 3034}, {""name"": ""4 Kids Entertainment"", ""id"": 3035}, {""name"": ""Nintendo"", ""id"": 12288}, {""name"": ""Pikachu Project"", ""id"": 12653}, {""name"": ""Oriental Light and Magic (OLM)"", ""id"": 66289}, {""name"": ""Kids' WB"", ""id"": 89163}, {""name"": ""Pikachu Project 2001"", ""id"": 89164}, {""name"": ""Shoakuken"", ""id"": 89165}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",07/08/2000,68411275,93,Released,Pokémon: Spell of the Unknown,5.9,137
1000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",10643,ja,3.322721,"[{""name"": ""Toho Film (Eiga) Co. Ltd."", ""id"": 622}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",12/11/1999,10037390,107,Released,Godzilla 2000,5.9,43
2000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",346,ja,39.756748,"[{""name"": ""Toho Company"", ""id"": 882}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",4/26/1954,271841,207,Released,Seven Samurai,8.2,878
20000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",36095,ja,0.212443,"[{""name"": ""Daiei Studios"", ""id"": 881}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",11/06/1997,99000,111,Released,Cure,7.4,63
39200000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",110415,ko,64.238688,"[{""name"": ""CJ Entertainment"", ""id"": 7036}, {""name"": ""Opus Pictures"", ""id"": 7270}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""SnowPiercer"", ""id"": 21122}, {""name"": ""Moho Film"", ""id"": 34725}]","[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",08/01/2013,86758912,126,Released,Snowpiercer,6.7,2854
70000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",10253,ko,4.822033,"[{""name"": ""Younggu-Art Movies"", ""id"": 6366}, {""name"": ""Showbox Entertainment"", ""id"": 11420}]","[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",02/08/2007,53587404,90,Released,Dragon Wars: D-War,4,104
16000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",33196,ko,4.628525,"[{""name"": ""Polygon Entertainment"", ""id"": 5716}, {""name"": ""CJ Entertainment"", ""id"": 7036}, {""name"": ""Doosabu Film"", ""id"": 12621}]","[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",06/06/2009,11301649,120,Released,Tidal Wave,6.5,48
0,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}]",407887,ko,6.116436,"[{""name"": ""Taewon Entertainment"", ""id"": 3965}]","[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",7/27/2016,0,110,Released,Operation Chromite,5.8,29
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",11658,ko,9.572705,"[{""name"": ""Showbox Entertainment"", ""id"": 11420}]","[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",02/05/2004,15,140,Released,Tae Guk Gi: The Brotherhood of War,7.4,133
11000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",1255,ko,27.65527,"[{""name"": ""Cineclick Asia"", ""id"": 685}, {""name"": ""Happinet Pictures"", ""id"": 822}, {""name"": ""Cheongeoram"", ""id"": 945}, {""name"": ""CJ Capital Investment"", ""id"": 946}]","[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",7/27/2006,88489643,119,Released,The Host,6.7,537
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",15067,ko,11.847324,"[{""name"": ""Cineclick Asia"", ""id"": 685}, {""name"": ""CJ Entertainment"", ""id"": 7036}, {""name"": ""Grimm Pictures"", ""id"": 49971}, {""name"": ""Barunson"", ""id"": 49972}]","[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",7/16/2008,0,130,Released,"The Good, The Bad, The Weird",7.1,193
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",293670,ko,9.05029,"[{""name"": ""Fox International Productions"", ""id"": 7485}, {""name"": ""Fox Video Korea"", ""id"": 11766}]","[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",05/12/2016,0,156,Released,The Wailing,7.2,250
8000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",19644,ko,2.60632,"[{""name"": ""Hanmac Films"", ""id"": 3660}]","[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",12/24/2003,0,135,Released,Silmido,6.6,28
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",4550,ko,17.074843,"[{""name"": ""CJ Capital Investment"", ""id"": 946}, {""name"": ""Korea Capital Investment"", ""id"": 1687}, {""name"": ""Moho Films"", ""id"": 1688}, {""name"": ""TSJ Entertainment"", ""id"": 1689}, {""name"": ""Samsung Venture Capital"", ""id"": 1690}, {""name"": ""Ilshin Capital Investments"", ""id"": 1691}, {""name"": ""Centurion Investment"", ""id"": 1692}]","[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",7/29/2005,23803308,115,Released,Sympathy for Lady Vengeance,7.4,356
3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 28, ""name"": ""Action""}]",670,ko,56.76349,"[{""name"": ""Egg Films"", ""id"": 398}, {""name"": ""Show East"", ""id"": 399}]","[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",01/01/2003,14980005,120,Released,Oldboy,8,1945
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",295914,ky,0.077873,"[{""name"": ""Kirghizfilm"", ""id"": 40456}, {""name"": ""Aitysh Film"", ""id"": 63928}]","[{""iso_3166_1"": ""KG"", ""name"": ""Kyrgyz Republic""}]",8/22/2014,0,135,Released,Queen of the Mountains,0,0
3500000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",46146,nb,12.982319,"[{""name"": ""Filmkameratene A/S"", ""id"": 1003}, {""name"": ""Film Fund FUZZ"", ""id"": 5241}, {""name"": ""SF Norge A/S"", ""id"": 56050}]","[{""iso_3166_1"": ""NO"", ""name"": ""Norway""}]",10/29/2010,4159678,103,Released,Troll Hunter,6.7,583
21000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",9075,nl,13.906611,"[{""name"": ""CoBo Fund"", ""id"": 234}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Motel Films"", ""id"": 865}, {""name"": ""Motion Investment Group"", ""id"": 1991}, {""name"": ""Egoli Tossell Film AG"", ""id"": 2254}, {""name"": ""Filmf\u00f6rderungsanstalt (FFA)"", ""id"": 4247}, {""name"": ""Nederlands Fonds voor de Film"", ""id"": 4508}, {""name"": ""Medienboard Berlin-Brandenburg"", ""id"": 7307}, {""name"": ""uFilm"", ""id"": 8676}, {""name"": ""Le Tax Shelter du Gouvernement F\u00e9d\u00e9ral de Belgique"", ""id"": 11921}, {""name"": ""Fu Works"", ""id"": 12046}, {""name"": ""Hector BV"", ""id"": 16618}, {""name"": ""Media Programme of the European Community"", ""id"": 21972}, {""name"": ""Euroimages Fund of the Council of Europe"", ""id"": 23192}, {""name"": ""VIP 4 Medienfonds"", ""id"": 23238}, {""name"": ""ContentFilm International"", ""id"": 25487}, {""name"": ""Clockwork Pictures"", ""id"": 25488}]","[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",09/01/2006,26193068,145,Released,Black Book,7.2,277
4000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",16564,nl,5.013575,"[{""name"": ""Max TV"", ""id"": 11301}, {""name"": ""Prime Time"", ""id"": 11931}, {""name"": ""Isabella Films B.V."", ""id"": 12045}, {""name"": ""Fu Works"", ""id"": 12046}, {""name"": ""Isabella Films"", ""id"": 12047}]","[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""BE"", ""name"": ""Belgium""}]",11/17/2008,530048,103,Released,Winter in Wartime,6.8,66
4500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}, {""id"": 36, ""name"": ""History""}]",17139,nl,0.011697,"[{""name"": ""First Floor Features"", ""id"": 938}, {""name"": ""Almerica Films"", ""id"": 3259}]","[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""BE"", ""name"": ""Belgium""}]",4/17/1997,0,122,Released,Character,7.7,25
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",5900,nl,0.144031,[],"[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}]",3/21/1996,0,103,Released,The Dress,7,3
800000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",14451,no,11.205726,"[{""name"": ""Euforia Film"", ""id"": 3553}, {""name"": ""FilmCamp"", ""id"": 23682}, {""name"": ""Miho Film"", ""id"": 44992}, {""name"": ""Barentsfilm"", ""id"": 44993}, {""name"": ""Yellow Bastard Production"", ""id"": 44995}, {""name"": ""News On Request (NOR)"", ""id"": 44996}, {""name"": ""Zwart Arbeid"", ""id"": 44997}]","[{""iso_3166_1"": ""NO"", ""name"": ""Norway""}]",01/09/2009,1984662,91,Released,Dead Snow,6.1,311
2159280,"[{""id"": 18, ""name"": ""Drama""}]",209274,pl,13.265432,"[{""name"": ""Danish Film Institute"", ""id"": 125}, {""name"": ""Portobello Pictures"", ""id"": 486}, {""name"": ""Eurimages"", ""id"": 850}, {""name"": ""Canal+ Polska"", ""id"": 6476}, {""name"": ""Opus Film"", ""id"": 6477}, {""name"": ""Polski Instytut Sztuki Filmowej"", ""id"": 11240}, {""name"": ""Phoenix Film Investments"", ""id"": 44171}, {""name"": ""City of Lodz"", ""id"": 72682}, {""name"": ""Phoenix Film Poland"", ""id"": 72683}]","[{""iso_3166_1"": ""DK"", ""name"": ""Denmark""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""PL"", ""name"": ""Poland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",10/25/2013,10700000,80,Released,Ida,7.1,260
46000,"[{""id"": 18, ""name"": ""Drama""}]",14757,ps,1.447734,"[{""name"": ""Hubert Bals Fund"", ""id"": 13413}, {""name"": ""NHK"", ""id"": 15505}, {""name"": ""LeBrocquy Fraser Productions"", ""id"": 21605}, {""name"": ""Barmak Film"", ""id"": 37854}]","[{""iso_3166_1"": ""AF"", ""name"": ""Afghanistan""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",5/20/2003,0,83,Released,Osama,6.3,32
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",206563,pt,14.637357,"[{""name"": ""O2 Filmes"", ""id"": 345}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""PeaPie Films"", ""id"": 32243}]","[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",10/09/2014,0,112,Released,Trash,7.1,242
4000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",7347,pt,23.604936,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Zazen Produ\u00e7\u00f5es"", ""id"": 2427}, {""name"": ""Est\u00fadios Mega"", ""id"": 2430}, {""name"": ""Quanta Centro de Produ\u00e7\u00f5es Cinematogr\u00e1ficas"", ""id"": 2432}, {""name"": ""Costa Films"", ""id"": 10187}, {""name"": ""Posto 9"", ""id"": 47043}, {""name"": ""Feij\u00e3o Filmes"", ""id"": 47044}, {""name"": ""Universal Pictures do Brasil"", ""id"": 47046}]","[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}]",10/12/2007,0,115,Released,Elite Squad,7.8,504
0,"[{""id"": 18, ""name"": ""Drama""}]",227975,pt,2.611364,"[{""name"": ""Cora\u00e7\u00e3o da Selva"", ""id"": 8580}, {""name"": ""Hank Levine Film"", ""id"": 11445}, {""name"": ""Detailfilm"", ""id"": 48663}, {""name"": ""Watchmen Productions"", ""id"": 93177}]","[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",05/01/2014,0,106,Released,Futuro Beach,6.4,31
0,"[{""id"": 18, ""name"": ""Drama""}]",29262,pt,0.389471,[],"[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}]",5/13/2005,0,115,Released,The House of Sand,6.7,9
3300000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",598,pt,44.356711,"[{""name"": ""O2 Filmes"", ""id"": 345}, {""name"": ""VideoFilmes"", ""id"": 346}, {""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Globo filmes"", ""id"": 10954}, {""name"": ""Lumiere"", ""id"": 11444}, {""name"": ""Hank Levine Film"", ""id"": 11445}, {""name"": ""Lereby Productions"", ""id"": 11446}]","[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",02/05/2002,30641770,130,Released,City of God,8.1,1814
2900000,"[{""id"": 18, ""name"": ""Drama""}]",666,pt,5.928937,"[{""name"": ""MACT Productions"", ""id"": 393}, {""name"": ""Videofilms"", ""id"": 394}, {""name"": ""Riofilm"", ""id"": 395}]","[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}]",1/16/1998,5596708,113,Released,Central Station,7.6,126
0,"[{""id"": 18, ""name"": ""Drama""}]",310569,pt,9.683622,"[{""name"": ""Gullane Entretenimento S.A."", ""id"": 44615}, {""name"": ""\u00c1frica Filmes"", ""id"": 47462}]","[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}]",02/08/2015,0,110,Released,The Second Mother,7.8,165
0,"[{""id"": 27, ""name"": ""Horror""}]",402515,pt,0.018716,"[{""name"": ""Gravitas Ventures"", ""id"": 44632}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/21/2014,0,89,Released,American Beast,0,0
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",42109,pt,0.557602,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Sultana"", ""id"": 8517}]","[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}]",3/24/1983,0,99,Released,Gabriela,6,2
852510,"[{""id"": 18, ""name"": ""Drama""}]",2009,ro,9.270133,"[{""name"": ""Saga Film"", ""id"": 859}, {""name"": ""Mobra Films"", ""id"": 5545}, {""name"": ""Mindshare Media"", ""id"": 35020}, {""name"": ""Centrul National al Cinematografiei (CNC)"", ""id"": 69462}, {""name"": ""McCann-Erickson"", ""id"": 73925}, {""name"": ""Televiziunea Romana (TVR1)"", ""id"": 73926}, {""name"": ""Hubert Bals Fund of the Rotterdam Festival, The"", ""id"": 73927}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""RO"", ""name"": ""Romania""}]",8/24/2007,1185783,113,Released,"4 Months, 3 Weeks and 2 Days",7.3,156
0,"[{""id"": 18, ""name"": ""Drama""}]",344466,ro,0.327622,[],"[{""iso_3166_1"": ""RO"", ""name"": ""Romania""}]",06/05/2015,0,104,Released,The World Is Mine,0,0
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",593,ru,24.132271,"[{""name"": ""Mosfilm"", ""id"": 5120}, {""name"": ""Creative Unit of Writers & Cinema Workers"", ""id"": 77882}, {""name"": ""Unit Four"", ""id"": 77883}]","[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}]",3/20/1972,0,167,Released,Solaris,7.7,357
